cross_point,latlong_obj,sat_obj,eng_obj,tag,text,sat_diff,sat_deg,eng_hms,eng_km,RowNum
,,,"{""type"":""LineString"", ""coordinates"":[[107.307879,7.372324], [107.289027,6.777378], [107.232543,6.184779], [107.13865,5.596866], [107.00772,5.015961], [106.840269,4.444356], [106.636958,3.884305], [106.398589,3.33802], [106.126103,2.807657], [105.820575,2.295309], [105.483211,1.802997], [105.115343,1.332664], [104.718422,0.886168], [104.294015,0.465269], [103.843796,0.07163], [103.369544,-0.293198], [102.873128,-0.627772], [102.356509,-0.930775], [101.821725,-1.201008], [101.270886,-1.437407], [100.706167,-1.639037], [100.129797,-1.805104], [99.544049,-1.934952], [98.951237,-2.028068], [98.353698,-2.084085], [97.753792,-2.102782], [97.153886,-2.084085], [96.556347,-2.028068], [95.963535,-1.934952], [95.377787,-1.805104], [94.801417,-1.639037], [94.236698,-1.437407], [93.685859,-1.201008], [93.151075,-0.930775], [92.634456,-0.627772], [92.13804,-0.293198], [91.663787,0.07163], [91.213569,0.465269], [90.789162,0.886168], [90.392241,1.332664], [90.024373,1.802997], [89.687009,2.295309], [89.381481,2.807657], [89.108995,3.33802], [88.870626,3.884305], [88.667315,4.444356], [88.499864,5.015961], [88.368934,5.596866], [88.275041,6.184779], [88.218557,6.777378], [88.199705,7.372324], [88.218557,7.967271], [88.275041,8.55987], [88.368934,9.147782], [88.499864,9.728687], [88.667315,10.300293], [88.870626,10.860344], [89.108995,11.406628], [89.381481,11.936992], [89.687009,12.44934], [90.024373,12.941652], [90.392241,13.411984], [90.789162,13.858481], [91.213569,14.27938], [91.663787,14.673019], [92.13804,15.037846], [92.634456,15.372421], [93.151075,15.675423], [93.685859,15.945657], [94.236698,16.182055], [94.801417,16.383686], [95.377787,16.549753], [95.963535,16.6796], [96.556347,16.772717], [97.153886,16.828734], [97.753792,16.847431], [98.353698,16.828734], [98.951237,16.772717], [99.544049,16.6796], [100.129797,16.549753], [100.706167,16.383686], [101.270886,16.182055], [101.821725,15.945657], [102.356509,15.675423], [102.873128,15.372421], [103.369544,15.037846], [103.843796,14.673019], [104.294015,14.27938], [104.718422,13.858481], [105.115343,13.411984], [105.483211,12.941652], [105.820575,12.44934], [106.126103,11.936992], [106.398589,11.406628], [106.636958,10.860344], [106.840269,10.300293], [107.00772,9.728687], [107.13865,9.147782], [107.232543,8.55987], [107.289027,7.967271], [107.307879,7.372324]]}",hour,,,,2014-03-08 03:41:00,1053,1265
,,,"{""type"":""LineString"", ""coordinates"":[[112.270924,7.372324], [112.242278,6.468322], [112.156452,5.567886], [112.013786,4.674573], [111.814841,3.791906], [111.560405,2.923369], [111.25148,2.07239], [110.889286,1.242328], [110.475252,0.436458], [110.011012,-0.34204], [109.498398,-1.090092], [108.939434,-1.804747], [108.336326,-2.483184], [107.691453,-3.122726], [107.00736,-3.720849], [106.286748,-4.275192], [105.53246,-4.783568], [104.747474,-5.24397], [103.934886,-5.654582], [103.097905,-6.013782], [102.239832,-6.320153], [101.364056,-6.572486], [100.474031,-6.769786], [99.573271,-6.911273], [98.66533,-6.996389], [97.753792,-7.024798], [96.842254,-6.996389], [95.934313,-6.911273], [95.033553,-6.769786], [94.143528,-6.572486], [93.267752,-6.320153], [92.409679,-6.013782], [91.572698,-5.654582], [90.76011,-5.24397], [89.975124,-4.783568], [89.220836,-4.275192], [88.500224,-3.720849], [87.816131,-3.122726], [87.171258,-2.483184], [86.56815,-1.804747], [86.009186,-1.090092], [85.496572,-0.34204], [85.032332,0.436458], [84.618298,1.242328], [84.256104,2.07239], [83.947179,2.923369], [83.692743,3.791906], [83.493798,4.674573], [83.351132,5.567886], [83.265306,6.468322], [83.23666,7.372324], [83.265306,8.276327], [83.351132,9.176762], [83.493798,10.070076], [83.692743,10.952743], [83.947179,11.82128], [84.256104,12.672259], [84.618298,13.502321], [85.032332,14.308191], [85.496572,15.086688], [86.009186,15.834741], [86.56815,16.549396], [87.171258,17.227833], [87.816131,17.867375], [88.500224,18.465498], [89.220836,19.019841], [89.975124,19.528217], [90.76011,19.988619], [91.572698,20.39923], [92.409679,20.75843], [93.267752,21.064802], [94.143528,21.317135], [95.033553,21.514434], [95.934313,21.655921], [96.842254,21.741037], [97.753792,21.769447], [98.66533,21.741037], [99.573271,21.655921], [100.474031,21.514434], [101.364056,21.317135], [102.239832,21.064802], [103.097905,20.75843], [103.934886,20.39923], [104.747474,19.988619], [105.53246,19.528217], [106.286748,19.019841], [107.00736,18.465498], [107.691453,17.867375], [108.336326,17.227833], [108.939434,16.549396], [109.498398,15.834741], [110.011012,15.086688], [110.475252,14.308191], [110.889286,13.502321], [111.25148,12.672259], [111.560405,11.82128], [111.814841,10.952743], [112.013786,10.070076], [112.156452,9.176762], [112.242278,8.276327], [112.270924,7.372324]]}",hour,,,,2014-03-08 04:22:00,1600,1266
,,,"{""type"":""LineString"", ""coordinates"":[[114.566445,7.372324], [114.533269,6.325376], [114.433873,5.28256], [114.268647,4.247991], [114.038245,3.225752], [113.743575,2.219878], [113.385802,1.234338], [112.966336,0.273022], [112.486832,-0.660276], [111.949185,-1.561873], [111.355514,-2.428211], [110.708164,-3.255871], [110.009689,-4.041586], [109.262845,-4.782256], [108.470581,-5.474957], [107.636022,-6.116956], [106.762462,-6.705719], [105.853349,-7.238922], [104.912272,-7.714461], [103.942942,-8.13046], [102.949188,-8.485276], [101.934929,-8.777509], [100.904169,-9.006007], [99.860976,-9.169866], [98.809467,-9.268441], [97.753792,-9.301343], [96.698117,-9.268441], [95.646608,-9.169866], [94.603415,-9.006007], [93.572655,-8.777509], [92.558396,-8.485276], [91.564641,-8.13046], [90.595312,-7.714461], [89.654234,-7.238922], [88.745122,-6.705719], [87.871562,-6.116956], [87.037003,-5.474957], [86.244739,-4.782256], [85.497895,-4.041586], [84.79942,-3.255871], [84.15207,-2.428211], [83.558399,-1.561873], [83.020752,-0.660276], [82.541248,0.273022], [82.121782,1.234338], [81.764008,2.219878], [81.469339,3.225752], [81.238937,4.247991], [81.073711,5.28256], [80.974315,6.325376], [80.941139,7.372324], [80.974315,8.419273], [81.073711,9.462089], [81.238937,10.496658], [81.469339,11.518897], [81.764008,12.524771], [82.121782,13.510311], [82.541248,14.471627], [83.020752,15.404925], [83.558399,16.306522], [84.15207,17.17286], [84.79942,18.00052], [85.497895,18.786235], [86.244739,19.526905], [87.037003,20.219606], [87.871562,20.861605], [88.745122,21.450367], [89.654234,21.983571], [90.595312,22.45911], [91.564641,22.875108], [92.558396,23.229924], [93.572655,23.522158], [94.603415,23.750655], [95.646608,23.914515], [96.698117,24.01309], [97.753792,24.045992], [98.809467,24.01309], [99.860976,23.914515], [100.904169,23.750655], [101.934929,23.522158], [102.949188,23.229924], [103.942942,22.875108], [104.912272,22.45911], [105.853349,21.983571], [106.762462,21.450367], [107.636022,20.861605], [108.470581,20.219606], [109.262845,19.526905], [110.009689,18.786235], [110.708164,18.00052], [111.355514,17.17286], [111.949185,16.306522], [112.486832,15.404925], [112.966336,14.471627], [113.385802,13.510311], [113.743575,12.524771], [114.038245,11.518897], [114.268647,10.496658], [114.433873,9.462089], [114.533269,8.419273], [114.566445,7.372324]]}",hour,,,,2014-03-08 04:41:00,1853,1267
,,,"{""type"":""LineString"", ""coordinates"":[[119.52949,7.372324], [119.48652,6.01632], [119.357782,4.665667], [119.143782,3.325697], [118.845366,2.001696], [118.463711,0.698891], [118.000324,-0.577577], [117.457032,-1.822671], [116.835981,-3.031476], [116.139622,-4.199222], [115.370702,-5.3213], [114.532255,-6.393283], [113.627593,-7.410938], [112.660283,-8.370252], [111.634144,-9.267436], [110.553226,-10.098951], [109.421794,-10.861514], [108.244314,-11.552118], [107.025433,-12.168034], [105.769961,-12.706835], [104.482853,-13.166391], [103.169188,-13.544891], [101.834151,-13.84084], [100.483011,-14.053071], [99.121099,-14.180745], [97.753792,-14.223359], [96.386485,-14.180745], [95.024573,-14.053071], [93.673433,-13.84084], [92.338396,-13.544891], [91.024731,-13.166391], [89.737623,-12.706835], [88.482151,-12.168034], [87.26327,-11.552118], [86.08579,-10.861514], [84.954358,-10.098951], [83.87344,-9.267436], [82.847301,-8.370252], [81.879991,-7.410938], [80.975328,-6.393283], [80.136882,-5.3213], [79.367962,-4.199222], [78.671603,-3.031476], [78.050552,-1.822671], [77.50726,-0.577577], [77.043873,0.698891], [76.662218,2.001696], [76.363802,3.325697], [76.149802,4.665667], [76.021064,6.01632], [75.978094,7.372324], [76.021064,8.728329], [76.149802,10.078981], [76.363802,11.418952], [76.662218,12.742953], [77.043873,14.045758], [77.50726,15.322226], [78.050552,16.567319], [78.671603,17.776124], [79.367962,18.94387], [80.136882,20.065949], [80.975328,21.137931], [81.879991,22.155587], [82.847301,23.1149], [83.87344,24.012085], [84.954358,24.843599], [86.08579,25.606163], [87.26327,26.296766], [88.482151,26.912683], [89.737623,27.451483], [91.024731,27.91104], [92.338396,28.28954], [93.673433,28.585489], [95.024573,28.79772], [96.386485,28.925394], [97.753792,28.968008], [99.121099,28.925394], [100.483011,28.79772], [101.834151,28.585489], [103.169188,28.28954], [104.482853,27.91104], [105.769961,27.451483], [107.025433,26.912683], [108.244314,26.296766], [109.421794,25.606163], [110.553226,24.843599], [111.634144,24.012085], [112.660283,23.1149], [113.627593,22.155587], [114.532255,21.137931], [115.370702,20.065949], [116.139622,18.94387], [116.835981,17.776124], [117.457032,16.567319], [118.000324,15.322226], [118.463711,14.045758], [118.845366,12.742953], [119.143782,11.418952], [119.357782,10.078981], [119.48652,8.728329], [119.52949,7.372324]]}",hour,,,,2014-03-08 05:22:00,2400,1268
,,,"{""type"":""LineString"", ""coordinates"":[[120,16.468854], [120,-1.724205], [119.534082,-2.791976], [118.847562,-4.12821], [118.077795,-5.419055], [117.227817,-6.65942], [116.300985,-7.844407], [115.300956,-8.969341], [114.231675,-10.029781], [113.097365,-11.021544], [111.9025,-11.940714], [110.651796,-12.783665], [109.35019,-13.547069], [108.002819,-14.227914], [106.614999,-14.823513], [105.192208,-15.331514], [103.740061,-15.749914], [102.264289,-16.077062], [100.770716,-16.311665], [99.265236,-16.452798], [97.753792,-16.499904], [96.242348,-16.452798], [94.736868,-16.311665], [93.243295,-16.077062], [91.767523,-15.749914], [90.315376,-15.331514], [88.892585,-14.823513], [87.504765,-14.227914], [86.157394,-13.547069], [84.855788,-12.783665], [83.605084,-11.940714], [82.410219,-11.021544], [81.275909,-10.029781], [80.206628,-8.969341], [79.206599,-7.844407], [78.279767,-6.65942], [77.429789,-5.419055], [76.660022,-4.12821], [75.973502,-2.791976], [75.372938,-1.415629], [74.860702,-0.0046], [74.438814,1.435542], [74.10894,2.899115], [73.872381,4.380341], [73.730072,5.873375], [73.682573,7.372324], [73.730072,8.871274], [73.872381,10.364308], [74.10894,11.845534], [74.438814,13.309106], [74.860702,14.749249], [75.372938,16.160278], [75.973502,17.536625], [76.660022,18.872858], [77.429789,20.163704], [78.279767,21.404068], [79.206599,22.589056], [80.206628,23.713989], [81.275909,24.77443], [82.410219,25.766193], [83.605084,26.685363], [84.855788,27.528314], [86.157394,28.291718], [87.504765,28.972563], [88.892585,29.568161], [90.102062,30], [105.405522,30], [106.614999,29.568161], [108.002819,28.972563], [109.35019,28.291718], [110.651796,27.528314], [111.9025,26.685363], [113.097365,25.766193], [114.231675,24.77443], [115.300956,23.713989], [116.300985,22.589056], [117.227817,21.404068], [118.077795,20.163704], [118.847562,18.872858], [119.534082,17.536625], [120,16.468854]]}",hour,,,,2014-03-08 05:41:00,2653,1269
,,,"{""type"":""LineString"", ""coordinates"":[[120,25.867166], [120,-11.122517], [118.918859,-12.338693], [117.629113,-13.617777], [116.260928,-14.814023], [114.819704,-15.922709], [113.311128,-16.939461], [111.741155,-17.860265], [110.11598,-18.681487], [108.442017,-19.399888], [106.725873,-20.01263], [104.97432,-20.517296], [103.19427,-20.911895], [101.39275,-21.194869], [99.576868,-21.365102], [97.753792,-21.421921], [95.930715,-21.365102], [94.114834,-21.194869], [92.313313,-20.911895], [90.533264,-20.517296], [88.781711,-20.01263], [87.065567,-19.399888], [85.391604,-18.681487], [83.766429,-17.860265], [82.196456,-16.939461], [80.68788,-15.922709], [79.246656,-14.814023], [77.878471,-13.617777], [76.588725,-12.338693], [75.382507,-10.981818], [74.264579,-9.552508], [73.239352,-8.056404], [72.310873,-6.499409], [71.482805,-4.887669], [70.758416,-3.227544], [70.140566,-1.525587], [69.631693,0.211487], [69.233805,1.976821], [68.948472,3.763449], [68.776821,5.564319], [68.719528,7.372324], [68.776821,9.18033], [68.948472,10.9812], [69.233805,12.767828], [69.631693,14.533162], [70.140566,16.270235], [70.758416,17.972193], [71.482805,19.632318], [72.310873,21.244058], [73.239352,22.801052], [74.264579,24.297157], [75.382507,25.726467], [76.588725,27.083341], [77.878471,28.362426], [79.246656,29.558671], [79.820356,30], [115.687228,30], [116.260928,29.558671], [117.629113,28.362426], [118.918859,27.083341], [120,25.867166]]}",hour,,,,2014-03-08 06:22:00,3200,1270
,,,"{""type"":""LineString"", ""coordinates"":[[120,29.22907], [120,-14.484422], [119.200506,-15.277307], [117.724149,-16.568131], [116.168978,-17.764473], [114.54113,-18.861611], [112.847031,-19.855216], [111.093366,-20.741367], [109.287055,-21.516566], [107.435228,-22.177753], [105.545193,-22.72232], [103.624408,-23.148116], [101.680455,-23.453463], [99.721005,-23.637154], [97.753792,-23.698466], [95.786578,-23.637154], [93.827129,-23.453463], [91.883176,-23.148116], [89.962391,-22.72232], [88.072356,-22.177753], [86.220529,-21.516566], [84.414218,-20.741367], [82.660553,-19.855216], [80.966454,-18.861611], [79.338606,-17.764473], [77.783435,-16.568131], [76.307078,-15.277307], [74.915361,-13.897095], [73.613778,-12.432943], [72.407463,-10.890628], [71.301179,-9.276237], [70.299292,-7.596143], [69.405755,-5.856975], [68.624094,-4.065596], [67.957396,-2.229078], [67.40829,-0.354667], [66.978943,1.550239], [66.671052,3.478122], [66.485829,5.421373], [66.424007,7.372324], [66.485829,9.323275], [66.671052,11.266527], [66.978943,13.19441], [67.40829,15.099316], [67.957396,16.973726], [68.624094,18.810245], [69.405755,20.601623], [70.299292,22.340792], [71.301179,24.020886], [72.407463,25.635276], [73.613778,27.177591], [74.915361,28.641744], [76.28494,30], [119.222644,30], [120,29.22907]]}",hour,,,,2014-03-08 06:41:00,3453,1271
,,,"{""type"":""LineString"", ""coordinates"":[[120,30], [120,-21.043497], [119.086182,-21.746468], [117.200463,-23.017407], [115.237996,-24.168412], [113.206527,-25.19494], [111.114074,-26.092941], [108.968893,-26.858869], [106.779452,-27.489702], [104.55439,-27.98295], [102.30249,-28.336668], [100.032638,-28.549458], [97.753792,-28.620482], [95.474946,-28.549458], [93.205094,-28.336668], [90.953194,-27.98295], [88.728132,-27.489702], [86.538691,-26.858869], [84.39351,-26.092941], [82.301057,-25.19494], [80.269588,-24.168412], [78.307121,-23.017407], [76.421402,-21.746468], [74.619872,-20.360609], [72.90964,-18.865302], [71.297458,-17.266447], [69.789686,-15.570354], [68.392276,-13.783716], [67.110742,-11.913586], [65.950143,-9.967342], [64.915058,-7.952667], [64.009572,-5.877511], [63.23726,-3.750064], [62.601168,-1.578723], [62.103808,0.627945], [61.747142,2.86123], [61.532578,5.112317], [61.460962,7.372324], [61.532578,9.632331], [61.747142,11.883419], [62.103808,14.116704], [62.601168,16.323371], [63.23726,18.494713], [64.009572,20.62216], [64.915058,22.697316], [65.950143,24.711991], [67.110742,26.658234], [68.392276,28.528365], [69.543309,30], [120,30]]}",hour,,,,2014-03-08 07:22:00,4000,1272
,,,"{""type"":""LineString"", ""coordinates"":[[120,30], [120,-23.88172], [118.430464,-24.939558], [116.343872,-26.163364], [114.183913,-27.25482], [111.959111,-28.209619], [109.678248,-29.023991], [107.350325,-29.694725], [104.984528,-30.219171], [102.590195,-30.595262], [100.176775,-30.821511], [97.753792,-30.897027], [95.330809,-30.821511], [92.917389,-30.595262], [90.523056,-30.219171], [88.157259,-29.694725], [85.829336,-29.023991], [83.548472,-28.209619], [81.323671,-27.25482], [79.163712,-26.163364], [77.077119,-24.939558], [75.072128,-23.588231], [73.156651,-22.114718], [71.338248,-20.524832], [69.624095,-18.824849], [68.020956,-17.021478], [66.53516,-15.121836], [65.17257,-13.133419], [63.938562,-11.064076], [62.838008,-8.921973], [61.87525,-6.715563], [61.054089,-4.453556], [60.377765,-2.144876], [59.848947,0.201363], [59.469722,2.575903], [59.241586,4.969372], [59.165441,7.372324], [59.241586,9.775277], [59.469722,12.168746], [59.848947,14.543286], [60.377765,16.889525], [61.054089,19.198204], [61.87525,21.460212], [62.838008,23.666622], [63.938562,25.808725], [65.17257,27.878068], [66.53516,29.866485], [66.639588,30], [120,30]]}",hour,,,,2014-03-08 07:41:00,4253,1273
,,,"{""type"":""LineString"", ""coordinates"":[[120,30], [120,-28.198549], [118.092292,-29.317437], [115.729186,-30.511546], [113.29514,-31.556145], [110.799758,-32.447111], [108.252891,-33.180927], [105.664588,-33.754699], [103.045065,-34.166161], [100.404659,-34.413689], [97.753792,-34.496307], [95.102925,-34.413689], [92.462519,-34.166161], [89.842996,-33.754699], [87.254693,-33.180927], [84.707826,-32.447111], [82.212444,-31.556145], [79.778398,-30.511546], [77.415292,-29.317437], [75.132452,-27.978531], [72.938889,-26.50011], [70.843259,-24.888011], [68.853833,-23.148595], [66.978461,-21.288726], [65.224546,-19.315746], [63.599009,-17.23744], [62.108265,-15.06201], [60.758197,-12.798043], [59.554135,-10.454472], [58.500829,-8.040547], [57.602436,-5.565794], [56.862503,-3.039981], [56.283948,-0.473075], [55.869057,2.124793], [55.619465,4.743371], [55.536158,7.372324], [55.619465,10.001277], [55.869057,12.619855], [56.283948,15.217724], [56.862503,17.78463], [57.602436,20.310443], [58.500829,22.785196], [59.554135,25.199121], [60.758197,27.542692], [62.108265,29.806659], [62.240755,30], [120,30]]}",hour,,,,2014-03-08 08:11:00,4653,1274
,,,"{""type"":""LineString"", ""coordinates"":[[120,30], [120,-29.734529], [118.734837,-30.476559], [116.297074,-31.708393], [113.78613,-32.785993], [111.211913,-33.705107], [108.584584,-34.462107], [105.91451,-35.054005], [103.212229,-35.478466], [100.488407,-35.733815], [97.753792,-35.819043], [95.019177,-35.733815], [92.295355,-35.478466], [89.593074,-35.054005], [86.923,-34.462107], [84.295671,-33.705107], [81.721454,-32.785993], [79.21051,-31.708393], [76.772747,-30.476559], [74.417787,-29.095353], [72.154924,-27.570226], [69.993088,-25.907196], [67.94081,-24.112827], [66.006191,-22.194201], [64.196865,-20.158889], [62.519973,-18.014924], [60.982133,-15.770768], [59.589413,-13.435276], [58.347311,-11.017665], [57.260728,-8.527478], [56.333953,-5.974542], [55.570644,-3.368932], [54.973811,-0.720931], [54.545812,1.959011], [54.288335,4.660316], [54.202396,7.372324], [54.288335,10.084333], [54.545812,12.785638], [54.973811,15.46558], [55.570644,18.113581], [56.333953,20.719191], [57.260728,23.272127], [58.347311,25.762314], [59.589413,28.179924], [60.674776,30], [120,30]]}",hour,,,,2014-03-08 08:22:00,4800,1275
,,,"{""type"":""LineString"", ""coordinates"":[[120,30], [120,-32.378088], [119.840713,-32.471511], [117.27446,-33.768273], [114.631168,-34.902671], [111.921268,-35.87023], [109.155457,-36.66713], [106.344648,-37.290226], [103.499934,-37.73706], [100.695138,-38], [94.812446,-38], [92.00765,-37.73706], [89.162936,-37.290226], [86.352127,-36.66713], [83.586315,-35.87023], [80.876416,-34.902671], [78.233124,-33.768273], [75.666871,-32.471511], [73.187785,-31.017504], [70.80565,-29.41199], [68.529867,-27.661304], [66.369418,-25.772357], [64.332828,-23.752604], [62.428135,-21.610014], [60.662857,-19.353044], [59.04396,-16.990601], [57.577832,-14.53201], [56.270261,-11.986971], [55.126407,-9.365531], [54.150783,-6.678033], [53.34724,-3.935086], [52.71895,-1.147513], [52.268392,1.673684], [51.997343,4.517371], [51.906875,7.372324], [51.997343,10.227278], [52.268392,13.070965], [52.71895,15.892162], [53.34724,18.679734], [54.150783,21.422682], [55.126407,24.110179], [56.270261,26.73162], [57.577832,29.276658], [58.009181,30], [120,30]]}",hour,,,,2014-03-08 08:41:00,5053,1276
"{""type"":""Point"", ""coordinates"":[93.5544627261571,-1.13461183020177]}",,,,,,3500,55,2014-03-08 03:41:00,1053,1277
"{""type"":""Point"", ""coordinates"":[93.2494921993461,-8.68439783734482]}",,,,,,3600,54,2014-03-08 04:41:00,1853,1278
"{""type"":""Point"", ""coordinates"":[93.2016796535411,-16.0678367420582]}",,,,,,3900,51,2014-03-08 05:41:00,2653,1279
"{""type"":""Point"", ""coordinates"":[92.851352110143,-23.3001925526244]}",,,,,,4300,47,2014-03-08 06:41:00,3453,1280
"{""type"":""Point"", ""coordinates"":[91.3662717458899,-33.9939677847961]}",,,,,,5000,40,2014-03-08 08:11:00,4653,1281
"{""type"":""Point"", ""coordinates"":[91.218123428558,-35.3092597664344]}",,,,,,5100,39,2014-03-08 08:22:00,4800,1282
"{""type"":""Point"", ""coordinates"":[91.1888221181696,-37.6084424525946]}",,,,,,5300,37,2014-03-08 08:41:00,5053,1283
